IND,LINHA_CODI,CODIGO,SENTIDO,NOME,DISTANCIA,DATA_CRIA,DECADA,PRI_VIAG,ULT_VIAG,COD_AREA,TP_LINHA,EMPRESA1,EMPRESA2,CONSORCIO,SUBSISTEMA,FROTA,MED_UTIL,MED_SAB,MED_DOM,MAX_581,MAX_582,MAX_16191,MAX_16192,TOT_PART,TP_FROT1,QTD_FROT1,TP_FROT2,QTD_FROT2,TP_FROT3,QTD_FROT3,TP_FROT4,QTD_FROT4,CLASSE,PASS_DIN,PASS_BCOM,PASS_BMENS,PASS_BEST,PASS_BESM,PASS_BVT,PASS_BVTME,PASS_INMC,PASS_INMCM,PASS_PAGA,PASS_INBUS,PASS_GRAT,TOTAL_PASS,END_GAR,TRECH_LOG,MS_REF
607,695T-51_1,695T-51,1,TERM. CAPELINHA - METRÔ VL. MARIANA,18403.77,2009,2000,04:45,23:50,AREA 7,CONCESSAO,TRANSKUBA,,CONS. SETE,SUBSISTEMA ESTRUTURAL,10,0,0,0,6,6,4,4,76,ARTICULADO,10,,0,,0,,0,DIURNA  (D),3527,9741,1048,777,565,1126,191,2239,89,29444,2908,5352,63878,"Av. Carlos Lacerda, 3.003",157,Setembro
608,695T-51_2,695T-51,2,TERM. CAPELINHA - METRÔ VL. MARIANA,18437.82,2009,2000,05:35,00:40,AREA 7,CONCESSAO,TRANSKUBA,,CONS. SETE,SUBSISTEMA ESTRUTURAL,10,0,0,0,6,6,4,4,76,ARTICULADO,10,,0,,0,,0,DIURNA  (D),3527,9741,1048,777,565,1126,191,2239,89,29444,2908,5352,63878,"Av. Carlos Lacerda, 3.003",146,Setembro
609,695V-10_1,695V-10,1,TERMINAL CAPELINHA - METRÔ ANA ROSA,18722.62,1992,1990,04:10,00:00,AREA 7,CONCESSAO,TRANSKUBA,,CONS. SETE,SUBSISTEMA ESTRUTURAL,13,13146,8077,113,6,6,6,6,75,ARTICULADO,13,,0,,0,,0,DIURNA  (D),1664,6621,5895,7954,3762,5558,592,1206,330,169038,1242,2863,321892,"Av. Carlos Lacerda, 3.003",156,Setembro
610,695V-10_2,695V-10,2,TERMINAL CAPELINHA - METRÔ ANA ROSA,17027.5,1992,1990,04:55,00:55,AREA 7,CONCESSAO,TRANSKUBA,,CONS. SETE,SUBSISTEMA ESTRUTURAL,13,13146,8077,113,6,6,6,6,75,ARTICULADO,13,,0,,0,,0,DIURNA  (D),1664,6621,5895,7954,3762,5558,592,1206,330,169038,1242,2863,321892,"Av. Carlos Lacerda, 3.003",129,Setembro
611,695X-10_1,695X-10,1,TERMINAL VARGINHA - METRÔ JABAQUARA,22591.5,2004,2000,04:00,23:35,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,34,18492,19517,15349,15,8,7,7,149,PADRON,13,ARTICULADO,21,,0,,0,DIURNA  (D),3665,1066,8663,9631,8935,7589,910,2085,384,268620,2136,6819,550423,"Rua Elisia Gonçalves Barcelos, 93",171,Setembro
612,177H-10_1,177H-10,1,METRÔ SANTANA - BUTANTA - USP,25941.29,1978,1970,04:35,00:00,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,15,11340,4201,125,4,4,4,4,64,B-SICO,0,PADRON,15,,0,,0,DIURNA  (D),2376,4999,4908,1405,4775,3664,382,1234,245,147117,6348,2863,239239,"Rua Maria Amália Lopes de Azevedo, 1.705",253,Setembro
613,695X-10_2,695X-10,2,TERMINAL VARGINHA - METRÔ JABAQUARA,23242.39,2004,2000,04:55,00:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,34,18492,19517,15349,8,15,7,7,134,PADRON,13,ARTICULADO,21,,0,,0,DIURNA  (D),3665,1066,8663,9631,8935,7589,910,2085,384,268620,2136,6819,550423,"Rua Elisia Gonçalves Barcelos, 93",191,Setembro
614,695X-22_2,695X-22,2,TERMINAL VARGINHA - SHOPPING INTERLAGOS,14545.9,2005,2000,14:00,20:00,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,4,0,22,PADRON,0,,0,,0,,0,DIURNA  (D),1367,9566,707,407,504,6281,94,229,27,19182,1609,3493,38771,"Rua Elisia Gonçalves Barcelos, 93",101,Setembro
615,695Y-10_1,695Y-10,1,TERM. PARELHEIROS - METRÔ VILA MARIANA,35304.12,2003,2000,04:00,23:55,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,33,20738,13091,8520,10,5,6,5,115,PADRON,16,ARTICULADO,17,,0,,0,DIURNA  (D),3595,1205,1092,1328,1006,9311,1094,9361,359,294708,1731,6898,536854,"Rua Elisia Gonçalves Barcelos, 93",235,Setembro
616,695Y-10_2,695Y-10,2,TERM. PARELHEIROS - METRÔ VILA MARIANA,36865.41,2003,2000,05:25,01:10,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,33,20738,13091,8520,5,10,5,6,102,PADRON,16,ARTICULADO,17,,0,,0,DIURNA  (D),3595,1205,1092,1328,1006,9311,1094,9361,359,294708,1731,6898,536854,"Rua Elisia Gonçalves Barcelos, 93",264,Setembro
617,695Y-21_1,695Y-21,1,TERM. PARELHEIROS - ESTAÇÃO AUTÓDROMO,17632.96,2006,2000,05:30,07:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,1,0,0,0,1,0,0,5,2,PADRON,1,,0,,0,,0,DIURNA  (D),860,3517,372,341,428,2985,33,2273,10,10819,8379,1680,20878,"Rua Elisia Gonçalves Barcelos, 93",107,Setembro
618,695Y-21_2,695Y-21,2,TERM. PARELHEIROS - ESTAÇÃO AUTÓDROMO,18198.54,2006,2000,17:00,19:10,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,1,0,0,0,0,1,5,0,10,PADRON,1,,0,,0,,0,DIURNA  (D),860,3517,372,341,428,2985,33,2273,10,10819,8379,1680,20878,"Rua Elisia Gonçalves Barcelos, 93",108,Setembro
619,695Y-22_2,695Y-22,2,TERM. PARELHEIROS - BORBA GATO,27803.53,2008,2000,22:50,22:50,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,62,7,0,0,0,0,0,1,PADRON,0,,0,,0,,0,DIURNA  (D),49,218,33,58,40,272,2,23,1,696,468,80,1244,"Rua Elisia Gonçalves Barcelos, 93",184,Setembro
620,695Y-41_1,695Y-41,1,COLÉGIO SANTA MARIA - TERMINAL PARELHEIROS,22468.5,2003,2000,22:35,22:35,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,95,2,0,0,0,0,0,1,PADRON,0,,0,,0,,0,DIURNA  (D),90,413,46,206,52,477,13,23,2,1322,695,150,2167,"Rua Elisia Gonçalves Barcelos, 93",141,Setembro
621,6960-10_1,6960-10,1,TERMINAL VARGINHA - TERMINAL SANTO AMARO,16198.64,2004,2000,03:35,23:50,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,23,23024,14736,10596,13,11,9,9,152,ARTICULADO (23 M),5,ARTICULADO,1,BIARTICULADO,17,,0,DIURNA  (D),1717,7320,7911,9035,1010,5864,593,6436,280,183389,1998,5058,433851,"Rua Elisia Gonçalves Barcelos, 93",116,Setembro
622,6960-10_2,6960-10,2,TERMINAL VARGINHA - TERMINAL SANTO AMARO,16109.54,2004,2000,04:15,23:51,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,23,23024,14736,10596,11,13,9,9,147,ARTICULADO (23 M),5,ARTICULADO,1,BIARTICULADO,17,,0,DIURNA  (D),1717,7320,7911,9035,1010,5864,593,6436,280,183389,1998,5058,433851,"Rua Elisia Gonçalves Barcelos, 93",100,Setembro
623,177H-10_2,177H-10,2,METRÔ SANTANA - BUTANTA - USP,26982.65,1978,1970,05:20,01:00,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,15,11340,4201,125,4,4,4,4,64,B-SICO,0,PADRON,15,,0,,0,DIURNA  (D),2376,4999,4908,1405,4775,3664,382,1234,245,147117,6348,2863,239239,"Rua Maria Amália Lopes de Azevedo, 1.705",252,Setembro
624,6960-21_2,6960-21,2,TERMINAL VARGINHA - E.T. VITOR MANZINI,14971.42,2004,2000,16:40,19:50,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,1174,16,0,0,0,3,0,10,ARTICULADO (23 M),0,ARTICULADO,0,BIARTICULADO,0,,0,DIURNA  (D),533,4479,380,276,395,3329,37,509,10,9948,8133,1673,19754,"Rua Elisia Gonçalves Barcelos, 93",84,Setembro
625,6970-10_1,6970-10,1,TERMINAL GRAJAU - TERMINAL SANTO AMARO,12329.97,2004,2000,04:00,23:50,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,16,19292,12104,8768,12,11,8,10,148,ARTICULADO (23 M),6,PADRON,0,ARTICULADO,4,BIARTICULADO,6,DIURNA  (D),1408,5823,5836,7510,6952,4657,602,7995,157,147946,1726,3935,359908,"Rua Elisia Gonçalves Barcelos, 93",97,Setembro
626,6970-10_2,6970-10,2,TERMINAL GRAJAU - TERMINAL SANTO AMARO,11814.5,2004,2000,04:25,23:45,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,16,19292,12104,8768,11,12,10,8,146,ARTICULADO (23 M),6,PADRON,0,ARTICULADO,4,BIARTICULADO,6,DIURNA  (D),1408,5823,5836,7510,6952,4657,602,7995,157,147946,1726,3935,359908,"Rua Elisia Gonçalves Barcelos, 93",74,Setembro
627,6L01-10_1,6L01-10,1,MARSILAC - TERMINAL VARGINHA,22657.67,2005,2000,04:00,00:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,12,5541,4631,3768,3,3,4,4,58,B-SICO,12,,0,,0,,0,DIURNA  (D),9389,3212,1927,1771,3283,1917,91,35,64,67861,4965,2033,137841,"Av. Senador Teotônio Vilela, 8.200",97,Setembro
628,6L01-10_2,6L01-10,2,MARSILAC - TERMINAL VARGINHA,22794.08,2005,2000,05:00,01:45,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,12,5541,4631,3768,3,3,4,4,58,B-SICO,12,,0,,0,,0,DIURNA  (D),9389,3212,1927,1771,3283,1917,91,35,64,67861,4965,2033,137841,"Av. Senador Teotônio Vilela, 8.200",93,Setembro
629,6L01-22_1,6L01-22,1,VILA PROGRESSO - TERMINAL VARGINHA,10649.84,2008,2000,04:00,07:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,0,0,0,2,0,0,0,8,B-SICO,2,,0,,0,,0,DIURNA  (D),227,3702,161,201,251,2657,12,0,2,7213,251,886,8350,"Av. Senador Teotônio Vilela, 8.200",61,Setembro
630,6L01-23_1,6L01-23,1,EMBURA - TERMINAL VARGINHA,9537.99,2009,2000,04:00,07:00,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,1,0,0,0,1,0,0,0,4,B-SICO,1,,0,,0,,0,DIURNA  (D),82,1048,43,45,37,549,3,0,0,1807,85,221,2113,"Av. Senador Teotônio Vilela, 8.200",58,Setembro
631,6L02-10_1,6L02-10,1,JD. EUCALIPTOS - TERMINAL PARELHEIROS,14475.18,2005,2000,05:30,22:00,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,307,286,268,1,1,1,1,12,MINIÔNIBUS,2,,0,,0,,0,DIURNA  (D),935,2443,80,108,187,1322,30,5,0,5110,2227,1619,8956,"Av. Senador Teotônio Vilela, 8.200",55,Setembro
632,6L02-10_2,6L02-10,2,JD. EUCALIPTOS - TERMINAL PARELHEIROS,14793.59,2005,2000,06:15,22:45,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,307,286,268,1,1,1,1,12,MINIÔNIBUS,2,,0,,0,,0,DIURNA  (D),935,2443,80,108,187,1322,30,5,0,5110,2227,1619,8956,"Av. Senador Teotônio Vilela, 8.200",59,Setembro
633,6L03-10_1,6L03-10,1,CIPO DO MEIO - TERM. PARELHEIROS,13425.16,2005,2000,05:00,23:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,3,941,830,534,2,1,1,1,23,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),1712,6870,204,289,384,3836,13,17,1,13326,7374,3499,24199,"Av. Senador Teotônio Vilela, 8.200",60,Setembro
634,177H-21_1,177H-21,1,METRÔ SANTANA - PINHEIROS,30753.0,1997,1990,05:00,23:30,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,6,0,0,0,4,0,3,0,53,B-SICO,2,PADRON,4,,0,,0,DIURNA  (D),1542,2323,274,261,150,2415,29,980,26,8000,4359,1820,14179,"Rua Maria Amália Lopes de Azevedo, 1.705",298,Setembro
635,6L03-10_2,6L03-10,2,CIPO DO MEIO - TERM. PARELHEIROS,13703.52,2005,2000,05:50,00:20,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,3,941,830,534,1,2,1,1,23,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),1712,6870,204,289,384,3836,13,17,1,13326,7374,3499,24199,"Av. Senador Teotônio Vilela, 8.200",63,Setembro
636,6L04-10_1,6L04-10,1,JD. ORIENTAL - FONTES - TERMINAL PARELHEIROS,9192.71,2005,2000,07:35,00:55,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,6,2964,2789,2465,2,1,3,3,41,B-SICO,6,,0,,0,,0,DIURNA  (D),4388,2051,1568,1147,2195,1337,84,42,83,43398,3152,1339,88311,"Av. Senador Teotônio Vilela, 8.200",58,Setembro
637,6L04-10_2,6L04-10,2,JD. ORIENTAL - FONTES - TERMINAL PARELHEIROS,9471.07,2005,2000,08:30,01:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,6,2964,2789,2465,1,2,3,3,42,B-SICO,6,,0,,0,,0,DIURNA  (D),4388,2051,1568,1147,2195,1337,84,42,83,43398,3152,1339,88311,"Av. Senador Teotônio Vilela, 8.200",61,Setembro
638,6L04-41_1,6L04-41,1,JD. DAS FONTES - TERMINAL PARELHEIROS,6941.89,2005,2000,03:50,07:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,458,193,0,2,2,0,0,8,B-SICO,2,,0,,0,,0,DIURNA  (D),285,3725,168,172,170,2504,9,4,6,7043,1467,917,9427,"Av. Senador Teotônio Vilela, 8.200",39,Setembro
639,6L04-41_2,6L04-41,2,JD. DAS FONTES - TERMINAL PARELHEIROS,7137.39,2005,2000,04:30,08:10,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,458,193,0,2,2,0,0,8,B-SICO,2,,0,,0,,0,DIURNA  (D),285,3725,168,172,170,2504,9,4,6,7043,1467,917,9427,"Av. Senador Teotônio Vilela, 8.200",39,Setembro
640,6L04-42_1,6L04-42,1,JD. ORIENTAL - TERMINAL PARELHEIROS,9450.26,2005,2000,04:00,07:05,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,517,264,0,2,2,0,0,7,B-SICO,2,,0,,0,,0,DIURNA  (D),566,5467,323,184,316,2972,13,0,22,9863,2205,1611,13679,"Av. Senador Teotônio Vilela, 8.200",62,Setembro
641,6L04-42_2,6L04-42,2,JD. ORIENTAL - TERMINAL PARELHEIROS,9728.62,2005,2000,04:45,07:45,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,517,264,0,2,2,0,0,7,B-SICO,2,,0,,0,,0,DIURNA  (D),566,5467,323,184,316,2972,13,0,22,9863,2205,1611,13679,"Av. Senador Teotônio Vilela, 8.200",65,Setembro
642,6L05-10_1,6L05-10,1,BARRAGEM - TERM. PARELHEIROS,12495.59,2005,2000,03:50,01:35,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,8,5760,4691,3270,4,4,4,4,70,B-SICO,8,,0,,0,,0,DIURNA  (D),9105,4131,3075,1805,2384,2462,305,56,178,82847,4725,2106,151163,"Av. Senador Teotônio Vilela, 8.200",66,Setembro
643,6L05-10_2,6L05-10,2,BARRAGEM - TERM. PARELHEIROS,12671.07,2005,2000,04:35,02:45,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,8,5760,4691,3270,4,4,4,4,70,B-SICO,8,,0,,0,,0,DIURNA  (D),9105,4131,3075,1805,2384,2462,305,56,178,82847,4725,2106,151163,"Av. Senador Teotônio Vilela, 8.200",69,Setembro
644,6L05-21_1,6L05-21,1,CID. NOVA AMÉRICA - TERMINAL PARELHEIROS,8813.77,2005,2000,04:00,05:10,AREA 6,,,,Transwolff,SUBSISTEMA LOCAL,2,0,0,0,1,0,0,0,2,B-SICO,2,,0,,0,,0,DIURNA  (D),0,0,0,0,0,0,0,0,0,0,0,0,0,"Av. Senador Teotônio Vilela, 8.200",50,Setembro
645,177P-10_1,177P-10,1,CASA VERDE - METRÔ BUTANTÃ - CIRCULAR,22880.97,1987,1980,04:10,23:50,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,12,6685,2099,24,8,0,6,0,94,PADRON,12,,0,,0,,0,DIURNA  (D),1423,3247,2897,8103,2929,2242,129,7609,163,90960,4516,1323,149358,"Rua Elza Guimarães, 589",238,Setembro
646,6L07-10_1,6L07-10,1,JD. SANTA FÉ - TERMINAL VARGINHA,9909.82,2005,2000,04:00,22:00,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,3,2082,1989,1024,2,2,2,2,37,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),1532,1101,991,625,1387,9311,79,13,34,24982,1597,6552,47504,"Av. Senador Teotônio Vilela, 8.200",62,Setembro
647,6L07-10_2,6L07-10,2,JD. SANTA FÉ - TERMINAL VARGINHA,9989.44,2005,2000,04:40,22:40,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,3,2082,1989,1024,2,2,2,2,37,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),1532,1101,991,625,1387,9311,79,13,34,24982,1597,6552,47504,"Av. Senador Teotônio Vilela, 8.200",56,Setembro
648,6L08-10_1,6L08-10,1,JD. SÃO NICOLAU - TERMINAL PARELHEIROS,4489.4,2005,2000,03:50,00:45,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,1799,1459,952,3,3,3,3,52,MINIÔNIBUS,1,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),2667,1251,1122,861,1847,8764,33,14,10,27836,1711,1063,55583,"Av. Senador Teotônio Vilela, 8.200",36,Setembro
649,6L08-10_2,6L08-10,2,JD. SÃO NICOLAU - TERMINAL PARELHEIROS,4489.4,2005,2000,04:10,01:00,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,2,1799,1459,952,3,3,3,3,52,MINIÔNIBUS,1,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),2667,1251,1122,861,1847,8764,33,14,10,27836,1711,1063,55583,"Av. Senador Teotônio Vilela, 8.200",36,Setembro
650,6L10-10_1,6L10-10,1,PQ. FLORESTAL - TERMINAL VARGINHA,8937.68,2005,2000,04:30,23:45,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,8,1386,1116,886,2,2,2,2,31,MINIÔNIBUS,8,,0,,0,,0,DIURNA  (D),1724,9623,413,360,904,5460,6,12,35,18537,1165,5137,35332,"Av. Senador Teotônio Vilela, 8.200",49,Setembro
651,6L10-10_2,6L10-10,2,PQ. FLORESTAL - TERMINAL VARGINHA,8985.72,2005,2000,05:10,00:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,8,1386,1116,886,2,2,2,2,31,MINIÔNIBUS,8,,0,,0,,0,DIURNA  (D),1724,9623,413,360,904,5460,6,12,35,18537,1165,5137,35332,"Av. Senador Teotônio Vilela, 8.200",41,Setembro
652,6L10-41_1,6L10-41,1,MESSIANICA - TERMINAL VARGINHA,7162.6,2010,2010,04:10,00:00,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,4,1462,1160,949,2,2,2,2,33,MINIÔNIBUS,4,,0,,0,,0,DIURNA  (D),2396,8988,295,705,1165,5320,17,14,3,18903,1353,5895,38335,"Av. Senador Teotônio Vilela, 8.200",31,Setembro
653,6L10-41_2,6L10-41,2,MESSIANICA - TERMINAL VARGINHA,11550.62,2010,2010,05:00,00:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,4,1462,1160,949,2,2,2,2,33,MINIÔNIBUS,4,,0,,0,,0,DIURNA  (D),2396,8988,295,705,1165,5320,17,14,3,18903,1353,5895,38335,"Av. Senador Teotônio Vilela, 8.200",28,Setembro
654,6L11-10_1,6L11-10,1,ILHA DO BORORÉ - TERM. GRAJAÚ,13834.97,2005,2000,04:00,00:30,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,6,3111,2648,2226,2,2,2,2,42,B-SICO,6,,0,,0,,0,DIURNA  (D),7915,1843,790,1403,1126,1344,139,7316,130,50694,2110,1489,86698,"Av. Senador Teotônio Vilela, 8.200",103,Setembro
655,6L11-10_2,6L11-10,2,ILHA DO BORORÉ - TERM. GRAJAÚ,13908.79,2005,2000,05:00,01:00,AREA 6,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,6,3111,2648,2226,2,2,2,2,41,B-SICO,6,,0,,0,,0,DIURNA  (D),7915,1843,790,1403,1126,1344,139,7316,130,50694,2110,1489,86698,"Av. Senador Teotônio Vilela, 8.200",109,Setembro
656,177Y-10_1,177Y-10,1,METRÔ BARRA FUNDA -  TERMINAL PINHEIROS,7921.99,2001,2000,04:10,23:40,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,14,10700,4168,2492,12,11,10,10,162,PADRON,14,,0,,0,,0,DIURNA  (D),1774,4985,5100,7927,4285,4259,628,2534,445,153926,8685,1961,260394,"Rua Elza Guimarães, 589",80,Setembro
657,7001-10_1,7001-10,1,VILA GILDA - JD ÂNGELA,10127.14,2007,2000,04:00,23:55,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,15,13093,8367,4384,15,12,10,11,178,B-SICO,15,,0,,0,,0,DIURNA  (D),1044,7747,4976,4764,1049,5655,1049,209,212,166175,1147,3454,315493,"Estrada M' Boi Mirim, 10.100",87,Setembro
658,7001-10_2,7001-10,2,VILA GILDA - JD ÂNGELA,10371.89,2007,2000,04:15,23:55,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,15,13093,8367,4384,12,15,11,10,165,B-SICO,15,,0,,0,,0,DIURNA  (D),1044,7747,4976,4764,1049,5655,1049,209,212,166175,1147,3454,315493,"Estrada M' Boi Mirim, 10.100",92,Setembro
659,7002-10_1,7002-10,1,JD. ROSA MARIA - HOSP. DAS CLINICAS,26170.73,2003,2000,04:00,23:30,AREA 8,PERMISSAO,COOPERALFA,,ALFA RODOBUS,SUBSISTEMA LOCAL,24,9887,7398,4193,8,0,6,0,102,MINIÔNIBUS,24,,0,,0,,0,DIURNA  (D),2796,4950,2735,4526,3878,4811,493,1190,194,149314,5815,2685,234325,"Av. Pirajussara, 4122",219,Setembro
660,7004-10_1,7004-10,1,TERM. ROD. JD. JACIRA - EST.STO.AMARO - AV. GUIDO CALOI,17370.77,2010,2010,04:00,23:35,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,26,16737,9711,5135,15,6,6,13,160,B-SICO,24,PADRON,2,,0,,0,DIURNA  (D),1553,8795,6460,6419,5384,8243,1055,3573,645,241608,1266,3434,402619,"Estrada M' Boi Mirim, 10.100",131,Setembro
661,7004-10_2,7004-10,2,TERM. ROD. JD. JACIRA - EST.STO.AMARO - AV. GUIDO CALOI,17895.52,2010,2010,04:50,01:45,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,26,16737,9711,5135,6,15,13,6,150,B-SICO,24,PADRON,2,,0,,0,DIURNA  (D),1553,8795,6460,6419,5384,8243,1055,3573,645,241608,1266,3434,402619,"Estrada M' Boi Mirim, 10.100",144,Setembro
662,7005-10_1,7005-10,1,JD.VERA CRUZ - JD.ÂNGELA - CIRC.,9722.25,2010,2010,03:40,23:40,AREA 7,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,20,5768,3925,2816,7,0,6,0,112,B-SICO,20,,0,,0,,0,DIURNA  (D),5483,3071,2095,1583,3405,2504,475,1783,108,70689,5163,1657,138904,"Rua Olivia Guedes Penteado, 1307",72,Setembro
663,7005-51_1,7005-51,1,JD. VERA CRUZ - METRÔ CAPÃO REDONDO,10694.1,2010,2010,03:45,00:20,AREA 7,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,15,12782,9478,5308,10,4,5,9,123,B-SICO,15,,0,,0,,0,DIURNA  (D),1202,5700,3927,4369,6486,5249,917,2111,355,158683,9533,3312,287143,"Rua Olivia Guedes Penteado, 1307",86,Setembro
664,7005-51_2,7005-51,2,JD. VERA CRUZ - METRÔ CAPÃO REDONDO,10865.31,2010,2010,04:10,00:50,AREA 7,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,15,12782,9478,5308,4,10,9,5,111,B-SICO,15,,0,,0,,0,DIURNA  (D),1202,5700,3927,4369,6486,5249,917,2111,355,158683,9533,3312,287143,"Rua Olivia Guedes Penteado, 1307",100,Setembro
665,7006-10_1,7006-10,1,JD. HORIZONTE AZUL - JD.ÂNGELA CIRCULAR,11267.96,2010,2010,03:40,00:00,AREA 7,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,45,9393,6007,3512,12,0,12,0,168,B-SICO,29,MINIÔNIBUS,16,,0,,0,DIURNA  (D),8958,5386,3955,2780,6560,4227,1103,224,134,119858,9352,2842,241800,"Rua Olivia Guedes Penteado, 1307",87,Setembro
666,7006-41_1,7006-41,1,JD.HORIZONTE AZUL - JD. ÂNGELA CIRCULAR,11160.43,2010,2010,03:25,23:50,AREA 7,PERMISSAO,COOPERPAM,,Transwolff,SUBSISTEMA LOCAL,16,8473,7905,5474,13,0,12,0,201,MINIÔNIBUS,16,,0,,0,,0,DIURNA  (D),7412,4380,3598,2437,6116,3687,1034,94,107,101473,7578,2721,204474,"Rua Olivia Guedes Penteado, 1307",86,Setembro
